3,-24,0.0039216
3,-25,0.016993
3,-26,0.024837
3,-27,0.031373
3,-28,0.03268
3,-29,0.033987
3,-30,0.033987
3,-31,0.031373
3,-32,0.028105
3,-33,0.019608
3,-34,0.0078431
4,-22,0.014379
4,-23,0.028758
4,-24,0.05098
4,-25,0.07451
4,-26,0.092157
4,-27,0.10327
4,-28,0.10915
4,-29,0.11046
4,-30,0.10915
4,-31,0.10654
4,-32,0.097386
4,-33,0.082353
4,-34,0.060131
4,-35,0.040523
4,-36,0.02549
4,-37,0.012418
5,-20,0.014379
5,-21,0.039216
5,-22,0.075163
5,-23,0.10784
5,-24,0.13072
5,-25,0.14706
5,-26,0.15882
5,-27,0.16601
5,-28,0.17059
5,-29,0.17255
5,-30,0.1719
5,-31,0.16797
5,-32,0.16209
5,-33,0.15229
5,-34,0.13791
5,-35,0.12157
5,-36,0.099346
5,-37,0.066667
5,-38,0.036601
5,-39,0.016993
5,-40,0.0071895
6,-18,0.0071895
6,-19,0.03268
6,-20,0.073856
6,-21,0.11765
6,-22,0.14967
6,-23,0.17059
6,-24,0.17843
6,-25,0.17908
6,-26,0.17974
6,-27,0.18039
6,-28,0.1817
6,-29,0.1817
6,-30,0.1817
6,-31,0.18039
6,-32,0.17974
6,-33,0.17843
6,-34,0.17843
6,-35,0.17647
6,-36,0.16405
6,-37,0.14183
6,-38,0.11569
6,-39,0.08366
6,-40,0.047059
6,-41,0.018301
6,-42,0.0045752
6,-48,0.0052288
7,-17,0.015033
7,-18,0.052288
7,-19,0.10392
7,-20,0.14902
7,-21,0.17451
7,-22,0.18039
7,-23,0.18105
7,-24,0.17908
7,-25,0.17647
7,-26,0.17451
7,-27,0.17386
7,-28,0.1719
7,-29,0.17124
7,-30,0.17124
7,-31,0.17255
7,-32,0.17386
7,-33,0.17516
7,-34,0.17647
7,-35,0.17974
7,-36,0.17908
7,-37,0.17908
7,-38,0.17451
7,-39,0.15556
7,-40,0.12353
7,-41,0.083007
7,-42,0.041176
7,-43,0.012418
7,-48,0.0071895
7,-49,0.014379
7,-50,0.010458
8,-16,0.020261
8,-17,0.069281
8,-18,0.12745
8,-19,0.16732
8,-20,0.17974
8,-21,0.17843
8,-22,0.17451
8,-23,0.1719
8,-24,0.17124
8,-25,0.17124
8,-26,0.17124
8,-27,0.17124
8,-28,0.17124
8,-29,0.17124
8,-30,0.17124
8,-31,0.17124
8,-32,0.17124
8,-33,0.17124
8,-34,0.17124
8,-35,0.17124
8,-36,0.17255
8,-37,0.17451
8,-38,0.17712
8,-39,0.17778
8,-40,0.17582
8,-41,0.15621
8,-42,0.11569
8,-43,0.066667
8,-44,0.026797
8,-45,0.0065359
8,-48,0.0065359
8,-49,0.05098
8,-50,0.062092
8,-51,0.023529
9,-15,0.024183
9,-16,0.077778
9,-17,0.13987
9,-18,0.17516
9,-19,0.18105
9,-20,0.17582
9,-21,0.1719
9,-22,0.17059
9,-23,0.17059
9,-24,0.17059
9,-25,0.17059
9,-26,0.17059
9,-27,0.17124
9,-28,0.17124
9,-29,0.17124
9,-30,0.17124
9,-31,0.17124
9,-32,0.17124
9,-33,0.17124
9,-34,0.17124
9,-35,0.17059
9,-36,0.17059
9,-37,0.17124
9,-38,0.1719
9,-39,0.17386
9,-40,0.17778
9,-41,0.17974
9,-42,0.1719
9,-43,0.14314
9,-44,0.09281
9,-45,0.038562
9,-46,0.0052288
9,-48,0.0078431
9,-49,0.094118
9,-50,0.16471
9,-51,0.11176
9,-52,0.02549
10,-14,0.022222
10,-15,0.081046
10,-16,0.14444
10,-17,0.17712
10,-18,0.18039
10,-19,0.17451
10,-20,0.17124
10,-21,0.17124
10,-22,0.17124
10,-23,0.17124
10,-24,0.17124
10,-25,0.17124
10,-26,0.1719
10,-27,0.17255
10,-28,0.17255
10,-29,0.17255
10,-30,0.17255
10,-31,0.1732
10,-32,0.1732
10,-33,0.17255
10,-34,0.17255
10,-35,0.1719
10,-36,0.1719
10,-37,0.1719
10,-38,0.17124
10,-39,0.17124
10,-40,0.1719
10,-41,0.17516
10,-42,0.1817
10,-43,0.18235
10,-44,0.15359
10,-45,0.079739
